permutation_index,null_diff_dev,null_diff_val
87,0.11876454578147044,0.02503591270307292
88,0.06453544223814037,-0.005801699882481029
89,-0.10999721382451608,-0.02074025582351092
90,0.007186906149760424,-0.04139980371842693
91,-0.08302328974602045,-0.08244555910813137
92,0.06634286633734245,-0.0746926656161175
93,0.05751211260272575,0.0320498305940501
94,0.03483022193280371,0.025527290199470445
95,0.09149842923067304,-0.061809665564970466
96,-0.01753917318377434,0.1674813955053143
97,0.007726326565677624,0.011497842627633856
98,-0.0010522436615207037,0.07643270383243275
99,-0.025654733651816856,0.043648250725818995
100,0.024409964271596814,-0.07600794264929397
101,-0.10572133693196226,-0.03744679527774439
102,0.030759054741062376,-0.011212475954418362
103,0.024057373289316085,0.040345986526290616
104,0.02140553553324464,-0.12490399467274681
105,0.007356069565225861,0.030458979322978356
106,-0.05805608979862997,0.053260333013294296
107,0.02760836721375534,0.1547885120955204
108,0.041049044896971136,0.10402444542744432
109,-0.03268252140783652,-0.005855350090569163
110,0.04716050870567676,0.033451521505369015
111,-0.006132034211193664,-0.0155876526805486
112,0.017718243814873573,-0.07682483418087684
113,0.02546091387551784,0.09116369301644914
114,-0.10562170186566257,0.11590538586226874
115,-0.03700260437903704,-0.038872413299122104
116,-0.04815614958089654,0.11002499013636961
117,0.023316483359548223,-0.10240218013948764
118,-0.03920036611273744,-0.06062031867989647
119,-0.033913527641417404,-0.047421491172892606
120,0.0009756776294157208,0.12289586344816841
121,-0.07690214174987188,-0.014527526432743045
122,0.0317593623710433,0.061600571965853224
123,-0.030940964430788014,-0.09125300930261675
124,0.0481975798469409,0.054028591787420546
125,0.044034118933051244,-0.0009326180412246944
126,0.026209143748704117,0.104200847142157
127,0.0024277201918018903,0.045504816616583565
128,-0.007083780049276421,-0.025481702072494918
129,0.009088761673700622,-0.09229587971916947
130,0.04047115717784307,-0.03331961155502217
131,0.012232188071535114,0.009559111977348782
132,-0.03927770309287524,-0.10367448082026687
133,0.061495729942284895,-0.06696354135680344
134,-0.029652797312903673,-0.05086951507833295
135,0.020180750166815475,-0.06228852640384197
136,-0.0006777089322132554,0.06305408059149877
137,0.019283394685270443,-0.18321008809676212
138,0.0018356478020999853,0.0878608035850076
139,-0.04784774350301553,-0.01715866497058516
140,-0.006214163716564646,0.007088677443807127
141,0.040212784153979664,-0.038374122993687296
142,0.07439433401353107,0.027735395586234658
143,-0.008645382833654455,0.01328498408061761
144,0.01606273775370874,0.06033574228161625
145,-0.1135377599267402,-0.010417346727164342
146,0.04476717365129466,-0.08599823137950674
147,-0.0048470752081427775,-0.0018816420891541188
148,0.06818557879018222,0.06602660506770139
149,-0.0326952684979315,-0.03790354761698471
150,-0.006160189106806541,-0.056809131006971325
151,-0.06408281109084274,-0.01948554241234674
152,-0.035014130677717706,0.09191454329212205
153,0.0040374744226908755,-0.0047252618549449895
154,-0.01889837796484569,-0.06081688111349405
155,-0.054815205159097886,-0.14873955526717936
156,0.04733666005134862,-0.044938260617773874
157,-0.026661508485989353,0.10481026944874615
158,-0.033653019142343026,-0.04404963973748702
159,0.00434080707041272,-0.02695198607613562
160,-0.009411029955789523,-0.138841259439659
161,-0.09209609992058061,-0.10538841747079554
162,0.041796156531084996,-0.030376797134479445
163,-0.08841582945717205,0.1508220611201349
164,0.0013929908519594487,-0.0029032050937783807
165,-0.1415951287364384,-0.03562251915533834
166,-0.0023388822047275153,-0.002241772380145158
167,-0.0559011183501741,0.06719182845757019
168,-0.05702972018146978,0.11658220627735434
169,-0.02799559471175833,-0.007957857072439659
170,-0.054609058692710356,-0.00959403801529691
171,-0.05943042668157503,-0.035823910520299276
172,-0.026412067346978103,-0.04276573441861472
173,-0.04631084512945136,0.05819817902212406
174,-0.10097675680773854,0.050084515957131794
175,0.018886051144688158,0.11178494871561391
176,-0.0006648607863347407,-0.05006495527677215
177,-0.02377214420077536,-0.002572407366525523
178,0.036972054462913455,0.02703220509993442
179,0.011752422511235287,0.15057383726647453
180,0.0060982005732776665,0.040305584102642844
181,-0.018868631146125848,-0.05766593291114115
182,0.051418513888066716,0.016816499048622275
183,0.06173084389953465,0.026215600105558852
184,0.013417604532851977,0.030120168813014086
185,-0.08548236087968554,-0.04979140412609981
186,-0.012978933652066189,0.05251267753092599
187,-0.018549059878239255,-0.03287956051020444
188,0.01642691585521191,-0.001299188732189374
189,-0.004372906382220043,-0.07907847528359514
190,0.04343292510794161,0.170310325182999
191,-0.051228095532701114,0.047903136127525836
192,-0.04629996878721422,0.14185313830622695
193,0.04725922076923157,-0.0619567037313828
194,0.01772072510072406,0.06289356464141317
195,-0.06953013809059341,-0.00903607740945216
196,0.05893423373069826,0.02941142202019127
197,-0.0874512714885273,-0.13809611456050438
198,-0.018180479592787655,-0.08556611652245026
199,-0.06873846603637322,0.04954205896727182
200,-0.024209000617435066,-0.05529898680277296
201,-0.0897039112073493,-0.013864239857905178
202,0.03543768535957722,0.034861742069673685
203,0.044938442445682014,-0.11001612891782346
204,-0.03251875384747425,0.011407229387807976
205,-0.018667538900516742,-0.0828222816254115
206,-0.051609189815191636,-0.07270592278967565
207,0.010229701007600558,-0.05110618514295836
208,0.017935742742079375,-0.07773606174587741
209,-0.02868928075822274,0.05268956275267149
210,-0.10296331248706575,0.03761995789918197
211,-0.05272504983289167,-0.04083466654501896
212,0.04828555282325858,0.022424228747890584
213,0.05662960854522509,-0.1582498261612333
214,-0.04945872135214116,0.0917531904170774
215,-0.02955028743155907,0.04331634673198369
216,0.003434916259497981,-0.013710403235773251
217,0.004537391190366798,-0.021046967091568943
218,0.031951192540495735,0.03356933559929191
219,0.06073212642117788,0.007391053850965044
220,0.05038446431022641,-0.037191223865324675
221,-0.11058042247632431,-0.01291719567180207
222,0.013586456798889927,0.013048710579825677
223,0.015016021394236325,-0.03510085022846862
224,0.04057092102308917,0.0845379211778443
225,0.03971143128738306,0.11992697053259427
226,0.012930831481052047,-0.011737908784635482
227,-0.030069925004406178,0.013374404474616772
228,0.006563593145666428,-0.020082565424642297
229,-0.052155380871980975,-0.1854420082360935
230,-0.048474916541890685,-0.024183510870581078
231,-0.006216085276800343,0.009181069552820892
232,-0.03503670798602787,0.10397406571640645
233,0.06896695089915553,0.015230984398873559
234,0.012967985139490693,-0.004443671502691175
235,-0.044120925965325374,0.053883917919134564
236,-0.01592196836816404,0.019519628234693095
237,0.001515238224986271,-0.10055453317970851
238,-0.056134765213767784,-0.14639305053012225
239,-0.008924047528762849,0.06620738230459722
240,0.02039512282090823,0.009952901411259266
241,-0.019404554758993754,0.17106695149882598
242,-0.04660348141739375,-0.015293470291245928
243,-0.0018771098570570376,-0.13131050324738922
244,-0.05868302641684418,-0.05272483180502281
245,0.021471011528890045,-0.08499797216046553
246,0.030807948685271265,-0.07491112440436154
247,0.050099145801405384,0.003659167180610167
248,0.007429890709160371,-0.027054872391016505
249,-0.07301879583172735,-0.09586674948015941
250,0.016304856814183828,-0.03353709835624993
251,-0.003927533371512392,0.008374796892000531
252,-0.056605763879424086,0.11208845976910517
253,-0.06531342360092088,0.04711163340358156
254,0.002996246475274541,0.053486946298345744
255,0.0811884471598593,-0.0784418915024824
256,0.06513478414595002,0.014784740274294425
257,-0.006843202660811946,0.07060380670389538
258,-0.007698315334974673,-0.0900420780249755
259,-0.08473824698974211,-0.07292068171517195
260,0.022778856205490767,0.011603466574699744
261,-0.028512789793196377,0.019440991381768614
262,-0.031857477288369324,0.20720609338517584
263,0.046602062170502556,0.13970123840635604
264,0.032111693161665,-0.10114419862753225
265,0.09500849310618732,0.08969201655531928
266,-0.07200306519670921,0.05731335031312797
267,-0.03300242955116761,-0.06628240827181861
268,0.08336591508462396,0.012804110074896624
269,-0.03560854818306676,0.05734948343797384
270,-0.007917157278269258,0.07044968794903157
271,-0.12251673376594326,-0.026319257778962317
272,-0.04137514627963182,0.05630181483771705
273,-0.07619916563018547,-0.11397490903305335
274,0.006351302589081879,0.11805960228501224
275,-0.06338835331475969,0.06555232030394456
276,-0.035702583116313205,0.06917602503102036
277,-0.03862728561651459,0.07736963962452273
278,0.047359216033796565,-0.00757863486825967
279,-0.025787318081576138,0.001682722849811289
280,0.05161672305939579,0.07690596469882435
281,0.006237710942714427,0.04110874685114931
282,0.005752660965641133,0.09458124842096485
283,-0.03651541584153396,0.09014054994332489
284,-0.08155975177318886,-0.1518790522379035
285,0.09821064634522537,-0.08141725194399621
286,0.007791159232382835,-0.07522950749812929
287,0.0011099666760287614,-0.09387523165887718
288,0.04261024212832565,0.12710896579564476
289,-0.022053306030514763,-0.027754959378678796
290,-0.013231730263849793,0.06144882653922081
291,-0.017965611872085487,0.10694174056303721
292,-0.08149428033540464,0.15830236433182876
293,-0.01712695515973709,0.07060621154616915
294,0.02152981043680222,-0.09488152605126549
295,0.13192138290723193,0.02601779727396299
296,0.004779921767120713,0.06077727732395286
297,-0.0013785266323825633,-0.08723548759519535
298,-0.002494516212564751,-0.06474073772333135
299,-0.06003992893029385,0.002067604496583246
300,-0.00043643585758333723,0.0651142926411271
301,0.0038646918957288344,0.22714663822733053
302,0.007542112275865461,0.060533495101278555
303,-0.004606258814459416,-0.04850001181905329
304,0.0027028380733348104,0.07921629541402352
305,0.03174328441006238,-0.08544346699653095
306,-0.04945239374690833,0.01270784836367118
307,-0.015135591508323255,0.09689138724363096
308,0.012591882541857346,-0.10576229705157313
309,0.07157305776052901,0.013752954751966797
310,-0.018505237308012047,-0.032777212987845715
311,0.00764660576044384,-0.007841772191778113
312,0.10319441418907617,0.16767784536388664
313,0.030419131204172674,0.04850588816913877
314,0.012099781061601205,0.008454308785018985
315,0.016143895340809407,-0.04779449851777282
316,-0.021064238083481342,0.05778210525451895
317,-0.035639712539404664,0.1020301076534801
318,-0.03487581590462232,0.020858372492779113
319,0.0642420981582928,0.027065155268974843
320,-0.048638736268697774,0.0405831179307056
321,-0.021767670827129913,-0.011469470547200655
322,-0.006966507624122714,-0.0626907665110207
323,-0.021028871745509617,0.04117339318458058
324,0.039672858971530445,0.048110481772106084
325,-0.06423047659083946,0.1380003565656422
326,0.10320192439503502,0.04963512695291024
327,0.04981288026600336,0.0116940406995662
328,0.032652867711308604,-0.05394205297595828
329,0.0062269148056911345,0.13106593630919827
330,-0.007860310113692067,0.018094108356006906
331,-0.0030767488757198294,-0.0342525869471728
332,0.02779816386397384,0.06914773745656472
333,-0.04371783943965017,-0.06489982629555972
334,0.016303318994380932,0.011378301507241975
335,-0.006455656250652177,-0.02514932046894886
336,-0.014874263175568189,-0.09018219321567943
337,0.039720848046403585,0.06295383524316268
338,0.04315476668415904,0.008280766636652313
339,0.06740882934365647,-0.04788702003054964
340,0.030850418541172223,-0.005734311981481156
341,0.028378168858457568,0.0567228117347093
342,-0.08589435615302168,0.042601770605795786
343,0.08002412955354214,-0.06401812238780365
344,-0.004640325846750435,0.08856565513041584
345,0.06375816474434214,-0.054720094416749285
346,0.03650114195113448,-0.004236978469604799
347,0.11672106840738482,0.11792402805960472
348,-0.04728676881147611,0.056348106678598235
349,0.017783100833100113,-0.08447501090241606
350,-0.012821638575165476,-0.04765273375729
351,0.007046029958178614,-0.05436945465021806
352,-0.03607877967555169,-0.07314608020104507
353,0.04348173324301285,-0.057996500506480565
354,0.000743530473301126,0.04981525038573083
355,0.003012204928153083,0.09306084022399355
356,-0.06321086042045611,0.03181225421221746
357,0.057182551374574356,0.029533247032462157
358,-0.05648272891185256,-0.13793801741326916
359,0.018918714506827305,0.01828240461362603
360,0.009885343819598874,0.005156472775661894
361,-0.01691107345962431,0.08690099830269125
362,0.09077657586609077,0.08731313592697064
363,0.0035729764960309414,0.025995015264803276
364,-0.023292065961481978,-0.09128914590871248
365,0.013640095215020217,0.07882070495312156
366,-0.001162644348898316,0.10982801600441976
367,-0.009425668775613606,-0.06742259364617643
368,0.03748476777859759,-0.054644120054358605
369,-0.004765989152727325,-0.0017827594682114896
370,0.029876299017447545,-0.026142970435870022
371,0.020701042033000407,0.01868804369605538
372,0.026910844471578804,0.013902130439348216
373,0.012767852532438709,-0.11675910557582968
374,-0.04752519397214254,0.05664555130430724
375,0.019126389058598363,0.04815982960357559
376,-0.06622837367448199,0.0484344461407336
377,-0.018213994514979723,-0.15137314429543483
378,-0.01671686789341122,-0.01287153690855662
379,-0.020729321610995794,0.057870179361618326
380,-0.11089239159397381,0.04005782873117901
381,0.08579383078411475,-0.13838665401482847
382,0.006630611319921685,0.021311344493912844
383,0.023082860205522197,-0.12502546962788857
384,0.025543099937395293,-0.08353269369913688
385,-0.03568603751702426,0.10105651953375694
386,-0.053051378224154185,0.06502883363703467
387,0.012844254475832814,-0.19410260759864437
388,-0.03595575284727754,0.027957574662041674
389,-0.019766162513542723,-0.0334855820525779
390,-0.03577947066015664,-0.026295637495330777
391,-0.07760724616824236,-0.019393939040887008
392,-0.06146556068732545,-0.013123377135124651
393,-0.0522432065337101,0.051839477109682515
394,0.06405698820449872,0.01187569760076596
395,0.04018562749449698,-0.09407009056356924
396,-0.0018182398660207756,-0.04724602806464141
397,-0.09960510197829123,0.05479170741077866
398,0.012635365930717275,0.15083902469914667
399,0.06828452830506657,0.09322648085592
400,0.0474990237751196,-0.047382837684733226
401,-0.0014870662778004413,0.05679504755002442
402,0.016209486307499518,-0.055841775585882256
403,0.11037626869180892,0.02442041765198001
404,0.05558480342806225,-0.07881619050796153
405,-0.0755482600435694,0.08088311557966257
406,0.010045462564205526,0.09630917837795952
407,0.03552081313197506,0.04377491930946883
408,-0.07276548808214699,0.0828781246759643
409,-0.026229427064329548,-0.03950399041250422
410,0.0868942795840187,0.12292364807299577
411,0.016014180176445094,0.03191619798235646
412,-0.08888964986415122,-0.037960689358870724
413,-0.03995751280048272,0.0031012028637691447
414,-0.060732675340275905,-0.0036113035316925335
415,-0.1036323306374596,-0.08888335700996598
416,0.03909224869429001,0.07142443873641795
417,0.04846520353404853,0.02351919527294773
418,0.05674960792292934,-0.025020496386457005
419,0.015155986572452046,0.029464169041377324
420,-0.0170893177072514,-0.012321516857763871
421,-0.048183532413009635,0.09735665994285482
422,-0.046652054335983385,0.01551067113909598
423,-0.005253444048122888,-0.18290946893392282
424,-0.01582304550228307,0.04078518572955998
425,-0.04816559167934103,0.12240659679455934
426,-0.021458289572818492,-0.009514844878698483
427,0.004794946992522748,-0.0515514407300303
428,-0.03947009559939878,-0.007017010443108891
429,-0.07281086880256761,0.039953358316629356
430,-0.011466289428705383,0.003196891110182348
431,0.04399568938637736,-0.12609954161615547
432,-0.02823713166755588,0.19361773184991918
433,0.011403272731399768,0.01737288058414772
434,-0.0005513621822758872,-0.028223743133292973
435,0.012632740804876221,-0.045674431415517136
436,-0.03688407518895183,0.03645790603655008
437,0.058931345707851274,0.05112034951615054
438,0.08263242469340096,0.02357892644543182
439,-0.010565796728877948,-0.014704726735099522
440,-0.023575295234204718,0.15350950602163016
441,0.03853588523139595,-0.06550158954074997
442,-0.0060359337498180265,0.13727741697171295
443,-0.04185547880814463,-0.07346832958095513
444,0.09505593540488115,-0.021465597907595235
445,0.00419745114160072,0.04149602807382553
446,0.08453887249966455,0.029054309225351044
447,0.0580373219044672,-0.05325235319340482
448,0.1293650595034751,-0.08740435209057962
449,-0.07605514527188525,-0.02234111625561794
450,-0.005717691448006979,0.022979808981160824
451,-0.08999684055415642,0.1748730276261587
452,0.13187653750462158,0.16475379861798728
453,-0.01989801234764032,0.17089002314248458
454,0.03941059755935692,0.03792746239296092
455,0.01701399814330643,0.01907896570762834
456,0.13128899431508345,0.02119241379367683
457,0.06338853473728309,0.08364011114876357
458,-0.04615929219262469,0.06490192023032154
459,-0.06474756531390621,-0.08324487433029454
460,0.022359374018759037,-0.08265465805701232
461,-0.020674743182724536,-0.0324416540472618
462,-0.01862044802390188,-0.02744672444053709
463,-0.0031197650596524037,0.07121096373659995
464,-0.08603258225290744,0.0727554112208589
465,0.005955960569728434,0.0677654562589667
466,0.0064292817912477585,-0.026033622071131007
467,-0.0001280199851950476,-0.05671885931854664
468,0.049862048463123976,-0.021222572624261814
469,0.02484384106399399,-0.0439856921779754
470,0.06033409938141901,0.013587065282454666
471,-0.08887790203486202,0.0807071877775146
472,0.03029124281016773,-0.06620796495597894
473,0.06690217673657421,0.14292395755811257
474,0.0270176820129625,0.06622057437504789
475,0.09090246546791136,0.04454832334466945
476,0.03483179005590854,0.1644148434394899
477,-0.06298733628120326,0.050040070467212004
478,0.015374711400495825,0.1230352476950619
479,0.011138506796409611,0.02221905798262373
480,-0.055846678704486195,-0.030678984874848866
481,-0.03888816019305896,0.02620189178890499
482,-0.0013287505886542923,0.00978990758796117
483,-0.053332977799436666,0.014934488180302045
484,0.01951952234265,0.029426974430795113
485,-0.013971213648397577,0.049649267899129136
486,-0.13469117222253485,0.11401527149042609
487,-0.11220063196381144,0.08366848871019791
488,0.030338208457727826,-0.025372454803444536
489,0.009439891938514633,0.04087471271890087
490,0.0318631799448718,0.054527766699023004
491,-0.023221379991558808,0.10477473249120074
492,-0.031070947258216623,0.04495774580110107
493,0.014366463313955533,-0.021593805771171676
494,-0.05849433487333282,-0.14022925578926035
495,-0.010266728490235542,-0.08531142894145564
496,0.001647746462748723,-0.07790294862722916
497,0.016885784994105348,0.12884462909375086
498,-0.042998942356207395,-0.07194872267112255
499,0.10741705839960194,-0.1579820402823094
500,-0.04509765261577276,-0.15945732005261398
